id	mouse_id	unique_cage	vendor	cage	mouse	day	collection_date	experiment	dilution1	dilution2	weight	run	plate	plate_location	duplicate_run	duplicate_plate	duplicate_plate_location	cfu1	cfu2	cfu	cfu_d1	cfu_d2	cfu_d3	cfu_d4	cfu_d5	cfu_d6	cfu_d7	clearance_status_d7	cfu_d8	cfu_d9	baseline_weight	weight_change
J11D3E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	3	22-Feb-19	2	-3	-4	16.7	run_2	plate_2	A10	NA	NA	NA	NA	41000000	41000000	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	-1.4000000000000021
J12D3E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	3	22-Feb-19	2	-3	-4	17.2	NA	NA	NA	NA	NA	NA	660000	5600000	3130000	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	-0.5
J21D3E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	3	22-Feb-19	2	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D3E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	3	22-Feb-19	2	-3	-4	16	run_2	plate_2	B11	NA	NA	NA	NA	600000	600000	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	-0.6999999999999993
C11D3E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	3	22-Feb-19	2	-3	-4	19.3	run_2	plate_2	B7	NA	NA	NA	20000	NA	20000	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.6000000000000014
C12D3E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	3	22-Feb-19	2	-3	-4	17.1	run_2	plate_2	B3	NA	NA	NA	800000	1400000	1100000	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	0.20000000000000284
C21D3E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	3	22-Feb-19	2	-3	-4	18	run_2	plate_2	A9	NA	NA	NA	NA	NA	NA	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	0.3999999999999986
C22D3E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	3	22-Feb-19	2	-3	-4	18.8	run_2	plate_2	B10	NA	NA	NA	20000	NA	20000	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	-0.09999999999999787
T11D3E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	3	22-Feb-19	2	-3	-4	16.5	run_2	plate_2	B5	NA	NA	NA	NA	NA	NA	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	-1.3999999999999986
T12D3E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	3	22-Feb-19	2	-3	-4	16	NA	NA	NA	NA	NA	NA	20000	NA	20000	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	-1.5
T21D3E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	3	22-Feb-19	2	-3	-4	16.9	run_2	plate_2	A11	NA	NA	NA	NA	200000	200000	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	-1
T22D3E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	3	22-Feb-19	2	-3	-4	20.5	NA	NA	NA	NA	NA	NA	NA	400000	400000	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	-1.3000000000000007
E11D3E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	3	22-Feb-19	2	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D3E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	3	22-Feb-19	2	-3	-4	20	run_2	plate_2	B9	NA	NA	NA	1100000	1400000	1250000	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-1.5
E21D3E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	3	22-Feb-19	2	-3	-4	18.1	run_2	plate_2	A6	NA	NA	NA	1500000	4400000	2950000	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-2
E22D3E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	3	22-Feb-19	2	-3	-4	16.7	run_2	plate_2	A12	NA	NA	NA	540000	18800000	9670000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	-1.5
S11D4E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	4	23-Feb-19	2	-3	-4	19.6	run_2	plate_1	G4	NA	NA	NA	NA	NA	NA	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	0.40000000000000213
S12D4E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	4	23-Feb-19	2	-3	-4	17.2	run_2	plate_2	A3	NA	NA	NA	20000	NA	20000	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0.6999999999999993
S21D4E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	4	23-Feb-19	2	-3	-4	18.6	run_2	plate_2	A2	NA	NA	NA	NA	NA	NA	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	0.5
S22D4E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	4	23-Feb-19	2	-3	-4	19.4	run_2	plate_1	H5	NA	NA	NA	NA	NA	NA	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	1.6999999999999993
Y11D4E2	2_Young_1_1	2_Young_1	Young	1	1	4	23-Feb-19	2	-3	-4	20.1	run_2	plate_1	G9	NA	NA	NA	280000	400000	340000	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	0.7000000000000028
Y12D4E2	2_Young_1_2	2_Young_1	Young	1	2	4	23-Feb-19	2	-3	-4	19.2	run_2	plate_1	G11	NA	NA	NA	940000	800000	870000	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	0.3000000000000007
Y21D4E2	2_Young_2_1	2_Young_2	Young	2	1	4	23-Feb-19	2	-3	-4	20.5	run_2	plate_1	G8	NA	NA	NA	NA	NA	NA	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	1.3000000000000007
Y22D4E2	2_Young_2_2	2_Young_2	Young	2	2	4	23-Feb-19	2	-3	-4	19.6	run_2	plate_2	A1	NA	NA	NA	20000	NA	20000	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	1.2000000000000028
J11D4E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	4	23-Feb-19	2	-3	-4	18.5	run_2	plate_1	H2	NA	NA	NA	2540000	8000000	5270000	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	0.3999999999999986
J12D4E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	4	23-Feb-19	2	-3	-4	19.1	run_2	plate_1	H7	NA	NA	NA	3600000	7000000	5300000	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	1.4000000000000021
J21D4E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	4	23-Feb-19	2	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D4E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	4	23-Feb-19	2	-3	-4	17.2	run_2	plate_1	H6	NA	NA	NA	NA	4800000	4800000	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	0.5
C11D4E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	4	23-Feb-19	2	-3	-4	19.3	run_2	plate_1	G12	NA	NA	NA	40000	200000	120000	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.6000000000000014
C12D4E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	4	23-Feb-19	2	-3	-4	17.5	run_2	plate_1	G6	NA	NA	NA	NA	NA	NA	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	0.6000000000000014
C21D4E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	4	23-Feb-19	2	-3	-4	18.8	run_2	plate_1	G5	NA	NA	NA	NA	NA	NA	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	1.1999999999999993
C22D4E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	4	23-Feb-19	2	-3	-4	19.5	run_2	plate_1	H3	NA	NA	NA	NA	NA	NA	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	0.6000000000000014
T11D4E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	4	23-Feb-19	2	-3	-4	18.5	run_2	plate_1	H10	NA	NA	NA	60000	200000	130000	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	0.6000000000000014
T12D4E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	4	23-Feb-19	2	-3	-4	18.3	run_2	plate_1	H8	NA	NA	NA	1060000	4200000	2630000	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	0.8000000000000007
T21D4E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	4	23-Feb-19	2	-3	-4	18.9	run_2	plate_1	H1	NA	NA	NA	600000	1200000	900000	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	1
T22D4E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	4	23-Feb-19	2	-3	-4	21.5	run_2	plate_1	G7	NA	NA	NA	460000	800000	630000	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	-0.3000000000000007
E11D4E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	4	23-Feb-19	2	-3	-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D4E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	4	23-Feb-19	2	-3	-4	20.5	run_2	plate_1	H9	NA	NA	NA	NA	NA	NA	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-1
E21D4E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	4	23-Feb-19	2	-3	-4	19.1	run_2	plate_1	H4	NA	NA	NA	NA	21600000	21600000	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-1
E22D4E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	4	23-Feb-19	2	-3	-4	18.1	run_2	plate_1	G10	NA	NA	NA	1460000	4400000	2930000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	-0.09999999999999787
S11D5E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	5	24-Feb-19	2	-1	-2	19.3	run_1	plate_3	H6	NA	NA	NA	0	NA	0	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	0.10000000000000142
S12D5E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	5	24-Feb-19	2	-1	-2	16.9	run_1	plate_3	H8	NA	NA	NA	0	8000	4000	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0.3999999999999986
S21D5E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	5	24-Feb-19	2	-1	-2	18.2	run_1	plate_4	B1	NA	NA	NA	0	NA	0	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	0.09999999999999787
S22D5E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	5	24-Feb-19	2	-1	-2	19.3	run_1	plate_3	H5	NA	NA	NA	0	NA	0	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	1.6000000000000014
Y11D5E2	2_Young_1_1	2_Young_1	Young	1	1	5	24-Feb-19	2	-2	-3	20	run_1	plate_4	A4	NA	NA	NA	8000	40000	24000	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	0.6000000000000014
Y12D5E2	2_Young_1_2	2_Young_1	Young	1	2	5	24-Feb-19	2	-2	-3	19.6	run_1	plate_4	A6	NA	NA	NA	176000	240000	208000	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	0.7000000000000028
Y21D5E2	2_Young_2_1	2_Young_2	Young	2	1	5	24-Feb-19	2	-1	-2	19.8	run_1	plate_4	B2	NA	NA	NA	0	NA	0	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	0.6000000000000014
Y22D5E2	2_Young_2_2	2_Young_2	Young	2	2	5	24-Feb-19	2	-1	-2	19.2	run_1	plate_4	A8	NA	NA	NA	0	2000	1000	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	0.8000000000000007
J11D5E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	5	24-Feb-19	2	-2	-3	19.5	run_1	plate_3	H7	NA	NA	NA	118000	480000	299000	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	1.3999999999999986
J12D5E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	5	24-Feb-19	2	-2	-3	19.5	run_1	plate_4	A1	NA	NA	NA	NA	1320000	1320000	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	1.8000000000000007
J21D5E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	5	24-Feb-19	2	-2	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D5E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	5	24-Feb-19	2	-2	-3	18.1	run_1	plate_3	H10	NA	NA	NA	130000	260000	195000	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	1.4000000000000021
C11D5E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	5	24-Feb-19	2	-1	-2	19.3	run_1	plate_4	A7	NA	NA	NA	0	NA	0	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.6000000000000014
C12D5E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	5	24-Feb-19	2	-1	-2	17.4	run_1	plate_4	A11	NA	NA	NA	0	NA	0	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	0.5
C21D5E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	5	24-Feb-19	2	-1	-2	18.5	run_1	plate_4	A9	NA	NA	NA	0	NA	0	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	0.8999999999999986
C22D5E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	5	24-Feb-19	2	-1	-2	19.6	run_1	plate_4	A2	NA	NA	NA	0	NA	0	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	0.7000000000000028
T11D5E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	5	24-Feb-19	2	-2	-3	19.3	run_1	plate_4	A12	NA	NA	NA	NA	180000	180000	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	1.4000000000000021
T12D5E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	5	24-Feb-19	2	-2	-3	18.6	run_1	plate_3	H9	NA	NA	NA	NA	100000	100000	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	1.1000000000000014
T21D5E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	5	24-Feb-19	2	-2	-3	19	run_1	plate_4	A10	NA	NA	NA	NA	60000	60000	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	1.1000000000000014
T22D5E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	5	24-Feb-19	2	-2	-3	22	run_1	plate_4	A5	NA	NA	NA	NA	100000	100000	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	0.1999999999999993
E11D5E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	5	24-Feb-19	2	-1	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D5E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	5	24-Feb-19	2	-1	-2	20.7	run_1	plate_4	A3	NA	NA	NA	0	NA	0	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-0.8000000000000007
E21D5E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	5	24-Feb-19	2	-1	-2	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-1.3000000000000007
E22D5E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	5	24-Feb-19	2	-3	-4	19.1	run_1	plate_4	B3	NA	NA	NA	560000	NA	560000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	0.9000000000000021
S11D6E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	6	25-Feb-19	2	-1	-2	19.1	run_2	plate_1	G3	NA	NA	NA	NA	NA	NA	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	-0.09999999999999787
S12D6E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	6	25-Feb-19	2	-1	-2	16.6	run_2	plate_1	G2	NA	NA	NA	0	NA	0	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0.10000000000000142
S21D6E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	6	25-Feb-19	2	-1	-2	17.9	run_2	plate_1	E11	NA	NA	NA	0	NA	0	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	-0.20000000000000284
S22D6E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	6	25-Feb-19	2	-1	-2	18.9	run_2	plate_1	E10	NA	NA	NA	0	NA	0	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	1.1999999999999993
Y11D6E2	2_Young_1_1	2_Young_1	Young	1	1	6	25-Feb-19	2	-1	-2	19.7	run_2	plate_1	E12	NA	NA	NA	0	NA	0	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	0.3000000000000007
Y12D6E2	2_Young_1_2	2_Young_1	Young	1	2	6	25-Feb-19	2	-1	-2	19.4	run_2	plate_1	F11	NA	NA	NA	NA	214000	214000	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	0.5
Y21D6E2	2_Young_2_1	2_Young_2	Young	2	1	6	25-Feb-19	2	-1	-2	18.8	run_2	plate_1	F1	NA	NA	NA	0	NA	0	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	-0.3999999999999986
Y22D6E2	2_Young_2_2	2_Young_2	Young	2	2	6	25-Feb-19	2	-1	-2	18.5	run_2	plate_1	F4	NA	NA	NA	0	NA	0	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	0.10000000000000142
J11D6E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	6	25-Feb-19	2	-2	-3	19.5	run_2	plate_1	F5	NA	NA	NA	458000	2020000	1239000	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	1.3999999999999986
J12D6E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	6	25-Feb-19	2	-2	-3	19.2	run_2	plate_1	F12	NA	NA	NA	NA	4080000	4080000	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	1.5
J21D6E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	6	25-Feb-19	2	-2	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D6E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	6	25-Feb-19	2	-2	-3	18.4	run_2	plate_1	G1	NA	NA	NA	186000	1000000	593000	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	1.6999999999999993
C11D6E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	6	25-Feb-19	2	-1	-2	20.1	run_2	plate_1	F10	NA	NA	NA	0	NA	0	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	1.4000000000000021
C12D6E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	6	25-Feb-19	2	-1	-2	17.9	run_2	plate_1	F9	NA	NA	NA	0	4000	2000	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	1
C21D6E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	6	25-Feb-19	2	-1	-2	18.5	run_2	plate_1	F8	NA	NA	NA	0	NA	0	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	0.8999999999999986
C22D6E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	6	25-Feb-19	2	-1	-2	19.9	run_2	plate_1	F7	NA	NA	NA	0	NA	0	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	1
T11D6E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	6	25-Feb-19	2	-2	-3	19.1	run_2	plate_1	F6	NA	NA	NA	160000	520000	340000	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	1.2000000000000028
T12D6E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	6	25-Feb-19	2	-2	-3	19.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	1.6999999999999993
T21D6E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	6	25-Feb-19	2	-2	-3	19.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	1.2000000000000028
T22D6E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	6	25-Feb-19	2	-2	-3	22.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	0.3000000000000007
E11D6E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	6	25-Feb-19	2	-2	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D6E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	6	25-Feb-19	2	-2	-3	20.6	run_2	plate_1	F2	NA	NA	NA	NA	NA	NA	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-0.8999999999999986
E21D6E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	6	25-Feb-19	2	-2	-3	19.5	run_2	plate_1	F3	NA	NA	NA	NA	NA	NA	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-0.6000000000000014
E22D6E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	6	25-Feb-19	2	-2	-3	19.3	run_2	plate_1	E9	NA	NA	NA	114000	440000	277000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	1.1000000000000014
S11D7E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	7	26-Feb-19	2	-1	-2	18.7	run_2	plate_1	E8	NA	NA	NA	0	NA	0	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	-0.5
S12D7E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	7	26-Feb-19	2	-1	-2	16.5	run_2	plate_1	E7	NA	NA	NA	0	NA	0	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0
S21D7E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	7	26-Feb-19	2	-1	-2	17.9	run_2	plate_1	D4	NA	NA	NA	0	NA	0	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	-0.20000000000000284
S22D7E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	7	26-Feb-19	2	-1	-2	18.2	run_2	plate_1	C8	NA	NA	NA	0	NA	0	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	0.5
Y11D7E2	2_Young_1_1	2_Young_1	Young	1	1	7	26-Feb-19	2	-1	-2	19.4	run_2	plate_1	C2	NA	NA	NA	0	2000	1000	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	0
Y12D7E2	2_Young_1_2	2_Young_1	Young	1	2	7	26-Feb-19	2	-1	-2	19.9	run_2	plate_1	E5	NA	NA	NA	3800	NA	3800	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	1
Y21D7E2	2_Young_2_1	2_Young_2	Young	2	1	7	26-Feb-19	2	-1	-2	18.9	run_2	plate_1	D10	NA	NA	NA	0	NA	0	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	-0.3000000000000007
Y22D7E2	2_Young_2_2	2_Young_2	Young	2	2	7	26-Feb-19	2	-1	-2	19.2	run_2	plate_1	D12	NA	NA	NA	0	NA	0	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	0.8000000000000007
J11D7E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	7	26-Feb-19	2	-2	-3	19.3	run_2	plate_1	C11	NA	NA	NA	24000	40000	32000	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	1.1999999999999993
J12D7E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	7	26-Feb-19	2	-2	-3	19	run_2	plate_1	E3	NA	NA	NA	70000	60000	65000	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	1.3000000000000007
J21D7E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	7	26-Feb-19	2	-2	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D7E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	7	26-Feb-19	2	-2	-3	17.6	run_2	plate_1	D11	NA	NA	NA	326000	520000	423000	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	0.9000000000000021
C11D7E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	7	26-Feb-19	2	-1	-2	19.6	run_2	plate_1	D5	NA	NA	NA	0	NA	0	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.9000000000000021
C12D7E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	7	26-Feb-19	2	-1	-2	17.6	run_2	plate_1	E4	NA	NA	NA	200	NA	200	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	0.7000000000000028
C21D7E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	7	26-Feb-19	2	-1	-2	19.8	run_2	plate_1	D9	NA	NA	NA	0	NA	0	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	2.1999999999999993
C22D7E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	7	26-Feb-19	2	-1	-2	18.7	run_2	plate_1	E2	NA	NA	NA	0	NA	0	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	-0.1999999999999993
T11D7E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	7	26-Feb-19	2	-2	-3	18.7	run_2	plate_1	E1	NA	NA	NA	10000	NA	10000	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	0.8000000000000007
T12D7E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	7	26-Feb-19	2	-2	-3	18.7	run_2	plate_1	D3	NA	NA	NA	8000	NA	8000	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	1.1999999999999993
